cpu_usage,memory_usage,disk_usage,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,temperature_c,fan_speed_rpm,power_watts,error_count,uptime_hours,disk_io_total,network_io_total,cpu_mem_pressure,temp_error_interaction,uptime_low,uptime_medium,uptime_high,uptime_very_high,temp_trend_slope,cpu_trend_slope,error_count_rolling_avg,temp_delta,error_delta
60.1,87.66,94.31,102.74,83.16,197.64,105.14,78.01,2540.0,290.05,8,2875.6,185.89999999999998,302.78,0.5268366,624.08,False,True,False,False,0.7249999999999874,1.44,9.6,8.180000000000007,-1.0
87.73,74.08,67.69,72.77,60.26,206.18,175.74,62.36,2678.0,278.83,4,2690.5,133.03,381.92,0.6499038400000001,249.44,False,True,False,False,1.075999999999998,2.722999999999988,5.2,-9.420000000000002,-1.0
48.36,44.44,57.58,46.56,74.52,167.61,173.04,50.04,2909.0,280.11,5,4285.3,121.08,340.65,0.21491183999999997,250.2,False,False,True,False,0.09099999999999253,-4.560000000000003,3.4,-10.380000000000003,4.0
65.18,75.03,71.73,100.29,94.63,249.22,158.91,50.14,2474.0,263.02,6,3539.7,194.92000000000002,408.13,0.48904554,300.84000000000003,False,False,True,False,-4.584999999999992,11.545000000000005,8.666666666666666,-5.289999999999999,-7.0
81.86,74.39,62.63,114.22,115.6,189.94,110.26,64.39,2418.0,291.1,4,3285.7,229.82,300.2,0.60895654,257.56,False,False,True,False,4.942999999999997,-0.8510000000000003,3.2,4.149999999999999,3.0
47.26,30.17,68.71,131.35,66.84,202.69,124.48,48.58,3247.0,246.42,0,5501.4,198.19,327.17,0.14258342,0.0,False,False,False,True,0.0,0.0,0.0,0.0,0.0
77.74,36.65,69.58,113.15,90.2,192.02,180.46,71.11,2929.0,295.59,4,4514.2,203.35000000000002,372.48,0.2849171,284.44,False,False,True,False,1.3009999999999944,7.212999999999998,4.0,18.47,1.0
41.89,79.98,47.64,185.1,83.76,194.47,203.96,47.97,2459.0,265.75,5,4312.6,268.86,398.43,0.33503622000000005,239.85,False,False,True,False,-1.6310000000000053,0.514999999999997,2.2,1.1599999999999966,4.0
46.99,43.47,17.94,115.22,72.44,182.4,209.73,52.64,2706.0,260.45,3,3790.6,187.66,392.13,0.20426553,157.92000000000002,False,False,True,False,3.3899999999999975,-5.070000000000011,2.5,3.3900000000000006,1.0
63.0,24.23,41.73,163.01,59.65,204.19,134.31,57.62,2486.0,285.52,8,3324.3,222.66,338.5,0.152649,460.96,False,False,True,False,2.577999999999997,-4.443000000000005,6.6,-1.7800000000000011,3.0
77.36,46.78,85.39,101.42,97.71,95.93,220.12,64.27,3116.0,305.48,4,3682.4,199.13,316.05,0.36189007999999995,257.08,False,False,True,False,1.1099999999999954,4.994999999999998,4.4,10.79,-1.0
50.2,42.61,64.11,111.64,73.82,163.94,205.18,47.2,2942.0,267.26,2,3499.7,185.45999999999998,369.12,0.2139022,94.4,False,False,True,False,-0.6240000000000031,-0.33900000000000763,4.4,-8.099999999999994,-3.0
55.29,54.47,43.14,72.24,58.17,121.25,134.43,67.5,2720.0,260.89,2,2711.4,130.41,255.68,0.30116462999999993,135.0,False,True,False,False,1.033999999999995,0.09399999999999809,3.4,21.590000000000003,-3.0
56.81,95.21,79.38,110.7,91.37,118.15,119.52,77.61,2847.0,304.07,7,2178.1,202.07,237.67000000000002,0.54088801,543.27,False,True,False,False,2.0199999999999942,-6.061000000000004,8.8,4.859999999999999,-1.0
55.16,43.83,43.94,81.62,89.59,173.24,164.64,57.16,2572.0,274.86,7,4273.7,171.21,337.88,0.24176627999999997,400.12,False,False,True,False,-1.5060000000000018,-1.3980000000000068,4.2,7.509999999999998,5.0
39.55,46.94,37.77,93.3,135.61,275.01,160.32,45.92,3341.0,243.27,1,5016.8,228.91000000000003,435.33,0.18564769999999997,45.92,False,False,False,True,-0.9410000000000088,-4.513000000000005,2.0,-7.559999999999995,-1.0
60.14,28.05,49.62,139.91,132.55,186.41,167.54,40.63,2355.0,276.61,3,3112.1,272.46000000000004,353.95,0.16869270000000003,121.89000000000001,False,False,True,False,-0.9469999999999997,4.803999999999998,3.0,-6.57,-2.0
35.68,40.34,75.57,73.88,50.02,176.38,149.37,63.43,1842.0,279.15,5,3359.0,123.9,325.75,0.14393312000000003,317.15,False,False,True,False,-1.3090000000000008,-3.0450000000000075,5.8,2.770000000000003,-3.0
61.42,48.5,48.62,78.97,98.67,187.46,43.42,59.08,2675.0,294.53,3,3569.5,177.64,230.88,0.29788699999999996,177.24,False,False,True,False,2.068999999999998,-1.4300000000000046,3.8,0.6799999999999997,-3.0
45.6,38.41,20.14,133.86,70.68,171.45,176.09,51.22,3029.0,273.74,1,3810.7,204.54000000000002,347.53999999999996,0.1751496,51.22,False,False,True,False,1.4559999999999929,0.23700000000000096,1.6,-5.660000000000004,0.0
48.58,45.87,24.96,135.67,124.81,147.28,192.94,47.48,2582.0,290.8,2,4184.7,260.48,340.22,0.22283646000000001,94.96,False,False,True,False,0.2659999999999909,-1.9760000000000075,2.8,-4.730000000000004,-4.0
46.68,31.09,77.48,134.23,97.18,181.3,276.2,47.25,2861.0,250.11,1,3076.4,231.41,457.5,0.14512812,47.25,False,False,True,False,-1.065000000000005,1.3709999999999962,2.0,9.100000000000001,1.0
52.94,26.29,64.8,80.13,84.22,150.85,116.36,58.44,2777.0,231.08,7,3933.2,164.35,267.21,0.13917925999999997,409.08,False,False,True,False,0.6989999999999962,0.1279999999999941,4.8,18.019999999999996,1.0
44.24,23.56,56.94,80.96,94.9,203.58,236.2,36.68,3223.0,281.54,0,4339.3,175.86,439.78,0.10422943999999999,0.0,False,False,True,False,0.0,0.0,0.0,0.0,0.0
39.24,70.31,73.08,130.53,71.46,146.73,152.7,61.42,2670.0,286.27,3,3887.4,201.99,299.42999999999995,0.27589644,184.26,False,False,True,False,0.4929999999999978,0.5689999999999957,4.6,9.29,-6.0
54.5,48.24,25.5,113.95,65.84,203.79,114.65,54.57,2665.0,274.83,5,3044.1,179.79000000000002,318.44,0.26290800000000003,272.85,False,False,True,False,0.03899999999999339,-0.5380000000000055,4.0,-0.7299999999999969,-2.0
45.65,48.98,41.96,101.94,87.11,109.1,231.47,47.82,2209.0,267.98,0,2873.3,189.05,340.57,0.22359369999999995,0.0,False,True,False,False,-1.3120000000000023,-2.528000000000002,4.2,-4.759999999999998,-2.0
52.83,46.1,18.33,96.8,89.43,165.01,139.94,53.26,3234.0,237.32,1,4852.5,186.23000000000002,304.95,0.24354630000000002,53.26,False,False,True,False,0.5519999999999952,1.2639999999999976,1.0,7.100000000000001,-1.0
93.78,33.14,64.34,97.86,97.66,209.75,200.8,66.32,2649.0,279.6,3,3788.3,195.51999999999998,410.55,0.31078692,198.95999999999998,False,False,True,False,0.48699999999999494,6.339999999999999,5.4,10.409999999999997,-1.0
67.76,78.65,62.54,99.45,74.99,161.9,222.51,57.24,2457.0,291.67,2,2508.6,174.44,384.40999999999997,0.5329324000000001,114.48,False,True,False,False,-0.3999999999999973,2.348999999999997,5.0,-13.690000000000005,-2.0
52.04,45.3,53.39,78.08,73.46,198.02,132.68,49.5,2929.0,270.34,7,2601.9,151.54,330.70000000000005,0.23574119999999996,346.5,False,True,False,False,0.6209999999999926,-3.842000000000007,4.4,-6.719999999999999,1.0
48.28,50.81,87.75,79.95,97.76,170.33,209.61,61.36,2843.0,274.36,3,3124.8,177.71,379.94000000000005,0.24531068,184.07999999999998,False,False,True,False,-1.265000000000006,-0.19300000000000045,7.0,6.560000000000002,-3.0
74.54,63.49,51.07,89.18,94.51,223.93,155.45,62.57,2173.0,266.1,1,4195.7,183.69,379.38,0.47325446000000004,62.57,False,False,True,False,-0.6090000000000046,1.4039999999999992,4.0,12.530000000000001,-3.0
47.2,48.18,80.17,75.97,61.21,211.05,97.02,50.02,2695.0,270.3,4,3747.2,137.18,308.07,0.22740960000000002,200.08,False,False,True,False,-2.3180000000000094,-1.3040000000000065,2.6,-0.6599999999999966,3.0
61.24,59.32,67.84,176.72,99.96,233.11,170.85,59.12,2579.0,307.93,8,2021.6,276.68,403.96000000000004,0.36327568,472.96,False,True,False,False,1.087999999999988,-3.3060000000000085,4.8,-4.109999999999999,4.0
61.51,49.26,72.34,87.95,128.65,248.11,129.44,57.43,2250.0,254.5,1,3259.6,216.60000000000002,377.55,0.30299825999999996,57.43,False,False,True,False,-1.0090000000000021,-2.743000000000007,3.4,8.200000000000003,-3.0
34.47,52.88,41.44,125.11,96.65,112.63,226.46,59.55,3104.0,283.03,2,1986.9,221.76,339.09000000000003,0.18227736000000003,119.1,False,True,False,False,3.2439999999999984,-3.7900000000000076,2.4,6.219999999999999,0.0
40.61,78.51,53.15,83.29,44.55,191.73,196.93,45.29,2997.0,265.94,3,4409.0,127.84,388.65999999999997,0.31882911,135.87,False,False,True,False,-0.42800000000000327,-4.511000000000007,2.0,-8.230000000000004,0.0
47.8,30.9,37.5,80.06,75.6,218.86,95.55,50.96,2517.0,254.61,3,4084.4,155.66,314.41,0.147702,152.88,False,False,True,False,0.7659999999999968,1.4399999999999975,1.8,-0.10999999999999943,3.0
51.54,53.93,47.98,44.93,108.3,216.67,152.53,63.83,2327.0,289.94,5,3200.4,153.23,369.2,0.27795522,319.15,False,False,True,False,0.04099999999999188,-0.1810000000000046,4.0,14.420000000000002,1.0
31.03,32.76,50.41,148.55,75.79,157.99,162.65,43.5,3086.0,232.54,1,3906.6,224.34000000000003,320.64,0.10165428000000001,43.5,False,False,True,False,-0.20300000000000468,-3.084000000000004,0.6,-8.659999999999997,0.0
62.3,58.37,81.05,116.31,30.24,199.17,139.01,62.66,2167.0,312.28,4,2964.2,146.55,338.17999999999995,0.3636451,250.64,False,True,False,False,-0.8740000000000082,0.41099999999999287,8.8,-14.0,-5.0
49.23,72.5,47.46,99.44,59.54,215.46,144.47,50.34,2627.0,267.58,3,4275.2,158.98,359.93,0.35691749999999994,151.02,False,False,True,False,-2.9149999999999974,-0.013000000000002006,3.4,9.440000000000005,0.0
50.4,23.09,52.33,126.0,76.34,183.09,139.69,41.77,2948.0,285.94,2,2866.9,202.34,322.78,0.1163736,83.54,False,True,False,False,-0.7840000000000089,-0.7380000000000062,2.2,-6.839999999999996,-1.0
73.88,42.8,84.26,97.88,76.9,207.19,113.56,71.48,2613.0,295.12,9,2639.8,174.78,320.75,0.31620639999999994,643.32,False,True,False,False,0.2389999999999904,0.5099999999999868,7.8,-2.3699999999999903,2.0
48.88,42.07,39.68,168.65,71.05,173.14,161.89,54.72,2642.0,278.73,1,3075.9,239.7,335.03,0.20563816000000001,54.72,False,False,True,False,-0.4000000000000026,-6.549999999999989,3.0,-9.050000000000004,-2.0
66.97,64.57,72.76,121.21,54.01,225.14,119.37,56.51,2571.0,281.29,6,2811.5,175.22,344.51,0.43242528999999996,339.06,False,True,False,False,-1.1690000000000107,4.0509999999999975,4.8,2.219999999999999,1.0
49.08,69.58,47.63,97.73,73.57,205.44,159.38,44.86,2941.0,257.85,2,4316.2,171.3,364.82,0.34149863999999996,89.72,False,False,True,False,1.1899999999999917,0.7099999999999951,2.2,-9.36,1.0
45.69,16.61,34.64,82.36,90.85,204.48,192.13,36.01,2906.0,238.27,3,5297.7,173.20999999999998,396.61,0.07589109,108.03,False,False,False,True,-0.8970000000000052,0.8139999999999981,2.0,-4.960000000000001,-2.0
46.99,60.39,77.57,140.39,97.86,159.73,179.58,59.14,2770.0,256.7,1,5591.8,238.25,339.31,0.28377261000000004,59.14,False,False,False,True,1.2289999999999934,2.792999999999997,3.2,14.36,-4.0
59.39,22.96,77.77,68.12,50.29,243.94,168.28,60.27,3113.0,252.58,3,3540.5,118.41,412.22,0.13635944,180.81,False,False,True,False,1.3409999999999958,0.18200000000000136,3.0,0.37000000000000455,0.0
50.22,74.43,65.84,166.42,118.26,193.2,136.78,50.32,2906.0,271.93,6,4481.5,284.68,329.98,0.37378746,301.92,False,False,True,False,-3.9500000000000095,2.099999999999987,4.5,-3.950000000000003,3.0
59.26,62.2,68.9,70.94,81.54,226.06,108.65,64.35,2865.0,282.47,9,3497.9,152.48000000000002,334.71000000000004,0.3685972,579.15,False,False,True,False,1.058999999999993,-1.1700000000000033,7.6,4.319999999999993,0.0
38.86,35.19,69.84,90.36,66.52,205.6,182.04,40.18,2319.0,262.74,3,3718.4,156.88,387.64,0.13674834,120.53999999999999,False,False,True,False,-3.2290000000000063,3.331999999999991,2.6,-3.3200000000000003,1.0
43.45,79.47,48.18,141.08,76.63,161.61,105.25,67.6,2667.0,282.9,5,5079.2,217.71,266.86,0.34529715000000005,338.0,False,False,False,True,1.0089999999999923,-3.135000000000006,5.0,-4.820000000000007,0.0
69.99,91.55,49.2,101.57,77.41,156.21,184.05,75.57,1396.0,322.71,7,2726.0,178.98,340.26,0.64075845,528.99,False,True,False,False,3.1889999999999934,1.1659999999999953,8.6,6.86999999999999,-3.0
75.53,32.3,42.82,127.49,98.73,233.55,157.37,44.57,3112.0,260.51,3,3160.0,226.22,390.92,0.24396189999999995,133.71,False,False,True,False,-3.624000000000011,7.710999999999994,2.4,2.3699999999999974,0.0
41.98,59.82,82.23,105.3,102.74,150.86,187.92,58.23,2590.0,292.85,1,5244.4,208.04,338.78,0.25112435999999994,58.23,False,False,False,True,0.0,0.0,1.0,0.0,0.0
50.34,50.67,83.59,118.36,67.32,202.62,171.4,56.39,3095.0,254.57,2,2510.6,185.68,374.02,0.25507278000000005,112.78,False,True,False,False,4.649999999999994,11.999999999999995,2.5,4.649999999999999,-1.0
69.52,77.9,67.08,125.4,111.05,67.75,172.48,54.22,2417.0,280.29,3,3796.8,236.45,240.23,0.5415608,162.66,False,False,True,False,-2.4420000000000055,2.6649999999999925,4.0,12.189999999999998,-5.0
87.2,55.67,94.03,118.66,73.37,251.96,175.9,61.49,2406.0,306.37,4,4524.8,192.03,427.86,0.4854424,245.96,False,False,True,False,0.38399999999999473,0.7299999999999904,5.6,1.4100000000000037,1.0
84.01,69.33,57.71,101.84,77.15,159.03,178.74,63.69,2511.0,314.14,7,2739.1,178.99,337.77,0.5824413300000001,445.83,False,True,False,False,1.6679999999999948,13.251000000000001,6.6,-3.549999999999997,0.0
45.8,59.4,31.03,87.74,96.44,148.11,128.32,56.53,2671.0,241.7,4,4572.7,184.18,276.43,0.27205199999999996,226.12,False,False,True,False,-2.9010000000000122,-4.654000000000004,3.2,2.960000000000001,3.0
61.15,62.0,43.87,118.5,123.04,152.26,218.41,42.93,2697.0,237.29,1,4230.0,241.54000000000002,370.66999999999996,0.37912999999999997,42.93,False,False,True,False,-0.9840000000000019,3.335999999999994,1.2,-2.8599999999999994,0.0
34.76,26.31,60.45,162.24,96.78,181.34,125.74,56.91,3035.0,260.93,0,4649.7,259.02,307.08,0.09145355999999999,0.0,False,False,True,False,2.3219999999999943,-3.766,0.8,9.049999999999997,-2.0
77.92,80.53,83.03,137.14,80.12,142.4,158.16,68.39,1988.0,326.34,9,1974.5,217.26,300.56,0.62748976,615.51,False,True,False,False,-1.1920000000000066,-2.2000000000000046,7.8,-6.840000000000003,2.0
49.32,11.09,52.12,113.64,107.37,256.05,179.31,44.95,2310.0,274.56,1,4847.3,221.01,435.36,0.05469588,44.95,False,False,True,False,0.5859999999999992,2.5299999999999985,1.2,-7.539999999999999,0.0
45.36,33.2,70.33,112.74,118.83,185.97,240.8,53.62,2612.0,281.54,2,3076.8,231.57,426.77,0.1505952,107.24,False,False,True,False,0.3609999999999978,1.0259999999999923,3.0,-0.480000000000004,-2.0
23.55,14.49,57.12,98.99,66.22,245.07,164.46,47.83,3150.0,225.3,1,1199.3,165.20999999999998,409.53,0.03412395,47.83,False,True,False,False,0.2949999999999943,-1.5300000000000036,1.8,-0.21999999999999886,-2.0
53.45,34.92,49.1,132.25,93.63,122.36,173.44,49.62,2731.0,252.73,6,3483.7,225.88,295.8,0.1866474,297.71999999999997,False,False,True,False,0.0,0.0,6.0,0.0,0.0
72.4,69.71,65.09,121.06,111.8,207.03,153.36,56.9,2292.0,270.19,6,2908.8,232.86,360.39,0.5047004,341.4,False,True,False,False,-0.2710000000000083,5.021999999999999,5.8,-1.75,1.0
63.47,56.74,56.49,45.44,88.09,181.35,198.16,65.86,2374.0,283.69,6,2851.5,133.53,379.51,0.36012878000000004,395.15999999999997,False,True,False,False,2.0739999999999923,-0.06500000000000786,5.8,5.789999999999999,2.0
57.13,55.11,68.62,166.85,93.51,227.81,150.02,57.37,2133.0,223.39,7,3221.2,260.36,377.83000000000004,0.31484343000000004,401.59,False,False,True,False,-1.6040000000000036,-2.343000000000004,4.0,5.890000000000001,3.0
52.93,53.29,51.38,131.72,39.47,214.22,169.47,56.73,2037.0,280.16,3,3633.2,171.19,383.69,0.28206397,170.19,False,False,True,False,2.46799999999999,2.157999999999994,2.5,7.75,0.0
66.63,54.3,59.54,82.15,63.49,198.41,196.64,53.85,3310.0,251.54,1,3789.2,145.64000000000001,395.04999999999995,0.3618009,53.85,False,False,True,False,1.5250000000000004,1.8149999999999928,3.0,0.20000000000000284,-1.0
53.38,21.61,62.9,102.86,48.75,209.22,157.41,64.36,2405.0,300.45,8,2488.6,151.61,366.63,0.11535418,514.88,False,True,False,False,2.448999999999996,-3.6439999999999984,6.2,-4.540000000000006,1.0
50.31,47.18,55.07,109.72,102.48,179.58,150.98,41.35,3075.0,278.53,1,2652.0,212.2,330.56,0.23736258,41.35,False,True,False,False,0.11499999999999883,-3.46300000000001,2.2,-3.6799999999999997,-3.0
50.06,42.09,15.84,94.78,90.69,197.29,97.83,56.09,2580.0,269.75,0,4128.2,185.47,295.12,0.21070254000000005,0.0,False,False,True,False,1.3299999999999945,0.6949999999999971,1.8,0.47000000000000597,-2.0
50.66,47.02,37.38,93.3,82.72,203.4,186.63,49.4,2930.0,262.13,1,4469.0,176.01999999999998,390.03,0.23820331999999997,49.4,False,False,True,False,-1.735000000000011,4.5649999999999995,3.6,-2.950000000000003,-1.0
28.9,67.06,50.34,78.2,134.71,220.4,174.32,47.86,2935.0,277.54,2,3352.7,212.91000000000003,394.72,0.1938034,95.72,False,False,True,False,0.5769999999999968,-4.501000000000002,0.8,3.3200000000000003,2.0
65.3,50.31,69.79,144.64,87.25,109.13,165.14,72.59,2205.0,281.25,3,3301.5,231.89,274.27,0.3285243,217.77,False,False,True,False,2.6790000000000003,1.262999999999996,3.0,15.630000000000003,-1.0
62.04,32.05,86.96,82.21,94.97,129.0,91.42,63.75,2802.0,296.48,4,2596.4,177.18,220.42000000000002,0.19883819999999996,255.0,False,True,False,False,0.6389999999999968,0.47299999999999287,5.4,-1.0900000000000034,0.0
54.4,41.62,65.17,134.99,80.93,185.48,168.94,46.62,2390.0,287.28,5,4066.0,215.92000000000002,354.41999999999996,0.2264128,233.1,False,False,True,False,-1.2380000000000049,-4.0220000000000065,2.2,-3.220000000000006,3.0
38.49,55.93,73.76,156.93,103.63,148.44,114.76,50.61,2688.0,290.75,4,3311.2,260.56,263.2,0.21527457000000003,202.44,False,False,True,False,-1.321999999999999,1.969999999999995,2.8,-1.4699999999999989,1.0
70.32,52.4,49.57,70.41,73.12,206.85,107.66,61.23,2315.0,267.35,8,3273.2,143.53,314.51,0.3684768,489.84,False,False,True,False,0.08699999999999804,3.5899999999999928,4.8,6.18,6.0
29.31,44.34,47.06,114.33,106.36,168.97,141.37,52.77,2923.0,245.97,3,4074.2,220.69,310.34000000000003,0.12996053999999999,158.31,False,False,True,False,-0.6460000000000093,-0.7529999999999988,2.0,-7.419999999999995,1.0
41.55,81.17,83.61,55.5,62.53,192.98,119.42,58.78,2569.0,262.24,7,3937.5,118.03,312.4,0.33726134999999996,411.46000000000004,False,False,True,False,-0.3970000000000043,-9.626000000000008,5.0,-0.7999999999999972,-1.0
46.03,39.87,51.06,135.8,81.37,246.22,166.58,54.87,3037.0,239.91,2,3866.9,217.17000000000002,412.8,0.18352161,109.74,False,False,True,False,3.921999999999994,4.404999999999997,1.2,3.6899999999999977,0.0
67.52,62.16,70.34,95.78,85.84,174.91,174.05,62.19,2701.0,281.43,12,1418.5,181.62,348.96000000000004,0.4197043199999999,746.28,False,True,False,False,-1.4770000000000103,4.0789999999999935,7.2,2.789999999999999,6.0
37.47,73.03,43.27,114.12,84.58,176.59,145.08,51.72,2934.0,222.68,4,2857.1,198.7,321.67,0.27364341000000003,206.88,False,True,False,False,1.3829999999999898,-4.730000000000007,3.2,-11.850000000000001,1.0
81.78,81.24,78.33,49.01,91.69,170.96,134.78,73.37,2416.0,279.8,9,2483.1,140.7,305.74,0.6643807199999999,660.33,False,True,False,False,4.136999999999999,4.981999999999994,7.4,6.63000000000001,2.0
70.39,48.87,52.84,115.85,78.16,252.03,110.18,68.85,2416.0,288.13,2,3563.8,194.01,362.21000000000004,0.34399592999999995,137.7,False,False,True,False,4.234999999999992,-0.7820000000000071,4.2,16.209999999999994,1.0
78.71,84.83,78.48,92.74,65.97,143.6,151.08,69.63,2483.0,282.82,7,2962.6,158.70999999999998,294.68,0.6676969299999999,487.40999999999997,False,True,False,False,-2.355000000000014,8.768999999999998,7.6,11.159999999999997,1.0
58.26,44.16,50.25,67.61,60.33,258.97,188.78,63.04,3025.0,277.6,5,3730.9,127.94,447.75,0.25727616,315.2,False,False,True,False,0.3489999999999972,-5.476000000000012,6.4,1.9799999999999969,-1.0
44.77,24.73,68.22,105.0,65.86,160.84,125.9,50.17,2806.0,273.73,3,3976.4,170.86,286.74,0.11071621000000001,150.51,False,False,True,False,0.05599999999999539,0.6880000000000013,2.8,-8.879999999999995,2.0
26.12,57.81,60.51,70.78,142.38,205.49,149.97,49.07,2732.0,264.77,4,3523.3,213.16,355.46000000000004,0.15099972,196.28,False,False,True,False,-2.1270000000000002,-10.88100000000001,2.8,-3.5600000000000023,3.0
74.69,67.07,40.45,82.45,99.38,128.66,212.17,46.69,3118.0,293.7,4,3260.5,181.82999999999998,340.83,0.5009458299999999,186.76,False,False,True,False,-2.837000000000008,10.789999999999997,3.0,-6.780000000000001,1.0
28.75,18.04,67.14,120.42,106.21,99.72,223.19,51.64,2552.0,283.34,3,3166.5,226.63,322.90999999999997,0.051864999999999994,154.92000000000002,False,False,True,False,-0.5180000000000051,0.057999999999994986,3.2,5.109999999999999,-2.0
46.56,21.42,65.59,71.78,100.43,190.18,113.91,54.33,2850.0,269.47,0,3088.9,172.21,304.09000000000003,0.09973152000000002,0.0,False,False,True,False,-1.3450000000000053,-4.592000000000002,1.0,8.75,-2.0
60.64,81.02,60.91,107.27,94.28,228.97,182.06,59.97,1973.0,296.94,3,2181.3,201.55,411.03,0.49130528,179.91,False,True,False,False,0.4729999999999959,-0.13600000000000617,5.8,3.8299999999999983,-6.0
69.05,51.12,83.28,120.14,91.53,163.45,182.07,64.88,1996.0,288.42,6,2792.4,211.67000000000002,345.52,0.3529836,389.28,False,True,False,False,0.3889999999999882,-0.8190000000000109,7.0,-8.570000000000007,0.0
52.58,61.49,47.84,139.16,35.52,250.99,204.8,34.54,2987.0,219.89,1,3650.7,174.68,455.79,0.32331441999999994,34.54,False,False,True,False,-1.8180000000000036,2.5679999999999965,0.8,-3.25,1.0
59.84,69.33,64.57,161.93,139.68,181.69,155.56,53.15,2755.0,283.38,5,4334.8,301.61,337.25,0.41487072,265.75,False,False,True,False,1.3609999999999967,-0.12700000000000103,4.4,-3.8000000000000043,-3.0
57.79,81.56,88.45,84.61,118.25,185.51,114.98,62.71,2808.0,308.36,5,2953.0,202.86,300.49,0.47133524,313.55,False,True,False,False,-1.6690000000000118,-2.5240000000000076,5.6,-5.609999999999992,-4.0
43.5,18.8,60.51,169.55,126.39,150.84,164.71,47.84,2914.0,263.68,0,3116.1,295.94,315.55,0.08178,0.0,False,False,True,False,0.4529999999999972,1.552,1.0,3.200000000000003,-1.0
65.24,79.08,87.44,88.28,66.7,202.72,123.74,58.15,1995.0,278.99,6,3897.0,154.98000000000002,326.46,0.5159179199999999,348.9,False,False,True,False,-0.37000000000000527,-0.3180000000000096,4.4,4.839999999999996,4.0
57.35,28.4,64.36,149.87,67.76,259.84,191.84,45.76,2712.0,252.09,1,3975.8,217.63,451.67999999999995,0.162874,45.76,False,False,True,False,2.1769999999999943,5.840000000000001,1.6,-16.090000000000003,-1.0
72.59,76.43,88.86,75.17,67.89,180.71,130.14,59.23,2313.0,297.22,6,2259.6,143.06,310.85,0.5548053700000001,355.38,False,True,False,False,-1.9919999999999967,3.263,6.0,-4.240000000000002,-1.0
41.05,83.42,86.94,121.03,119.64,171.82,193.23,52.96,2313.0,322.84,7,3473.5,240.67000000000002,365.04999999999995,0.3424391,370.72,False,False,True,False,-1.5270000000000068,0.5749999999999955,3.8,1.230000000000004,7.0
25.86,46.09,43.4,114.68,83.11,273.44,128.71,52.94,2968.0,260.99,2,4168.5,197.79000000000002,402.15,0.11918874,105.88,False,False,True,False,0.344999999999996,-0.918000000000004,1.4,7.93,0.0
44.25,58.87,56.27,73.82,142.91,121.23,116.3,47.97,3121.0,273.33,2,4680.8,216.73,237.53,0.26049975000000003,95.94,False,False,True,False,-0.18000000000000732,-3.393000000000002,2.0,2.509999999999998,-3.0
43.77,48.3,43.9,89.64,77.82,154.77,133.91,44.05,2962.0,269.47,3,3831.3,167.45999999999998,288.68,0.21140910000000002,132.14999999999998,False,False,True,False,-2.8400000000000114,-11.280000000000003,2.5,-2.8400000000000034,1.0
58.33,37.94,85.06,145.13,121.33,206.44,125.4,47.54,3087.0,260.85,2,4383.1,266.46,331.84000000000003,0.22130401999999996,95.08,False,False,True,False,-0.5689999999999996,3.0119999999999996,3.8,-8.060000000000002,-2.0
61.89,26.31,27.15,113.99,92.45,205.81,181.67,39.83,2898.0,244.37,4,2133.8,206.44,387.48,0.16283259,159.32,False,True,False,False,-1.0190000000000061,-2.8720000000000026,3.0,-4.740000000000002,-1.0
39.14,49.81,27.11,125.43,153.97,200.34,189.63,37.38,2713.0,252.36,1,4550.8,279.4,389.97,0.19495634000000003,37.38,False,False,True,False,-3.640999999999999,1.2779999999999958,1.4,-6.359999999999999,-2.0
90.02,74.2,80.15,120.07,50.34,195.34,131.8,78.72,1910.0,318.37,6,3682.9,170.41,327.14,0.6679484,472.32,False,False,True,False,0.7169999999999965,-1.523000000000014,5.6,8.489999999999995,1.0
46.93,70.99,38.86,63.93,63.76,200.86,203.71,70.35,2454.0,238.93,6,1929.8,127.69,404.57000000000005,0.33315606999999997,422.09999999999997,False,True,False,False,1.2439999999999993,-6.025000000000007,6.0,17.479999999999997,2.0
57.14,46.68,55.42,120.44,61.25,228.05,111.89,57.29,2754.0,244.51,0,4849.2,181.69,339.94,0.26672952,0.0,False,False,True,False,3.990999999999992,2.8589999999999947,2.0,0.6000000000000014,-1.0
52.18,32.05,29.16,147.4,77.03,263.62,207.75,44.98,3042.0,270.65,2,4094.3,224.43,471.37,0.1672369,89.96,False,False,True,False,-1.802000000000012,3.351999999999995,2.5,-5.160000000000004,0.0
61.95,56.32,69.33,76.82,64.35,186.04,160.02,76.05,2645.0,309.54,5,3115.7,141.17,346.06,0.34890240000000006,380.25,False,False,True,False,5.551999999999997,0.9139999999999946,6.0,5.8799999999999955,0.0
45.73,45.4,59.58,88.27,108.93,224.4,188.51,41.41,2595.0,290.03,3,3899.1,197.2,412.90999999999997,0.20761419999999997,124.22999999999999,False,False,True,False,-3.540000000000003,-7.740000000000005,3.8,-15.100000000000001,0.0
74.5,54.57,70.15,45.07,87.53,177.17,123.33,47.39,3156.0,279.16,0,5294.2,132.6,300.5,0.4065465,0.0,False,False,False,True,-1.7390000000000063,0.5339999999999941,3.0,-7.149999999999999,-3.0
19.78,16.37,40.04,68.57,97.92,211.19,118.7,52.39,3108.0,244.49,0,2303.8,166.49,329.89,0.03237986,0.0,False,True,False,False,1.244999999999998,-6.453000000000001,0.8,1.1700000000000017,0.0
